problem_id,problem_description,problem_paper,problem_year,facts_id,fact_description,匹配_x,cases_id,case_description,匹配_y
1820,应急任务驱动下的灾害应对组织网络适应性治理形态是什么？,基于应急任务驱动的灾害应对组织网络适应性机制——以河南郑州“7.20”特大暴雨应对为例,2022,1820_1,2021年7月17日至23日河南省特大暴雨造成全省因灾死亡失踪398人，其中郑州市380人,1,1820_3,灾后恢复阶段建立以应急管理部门、卫生健康部门、通信管理局等为主体的协作网络，通过供电供水保障、通信恢复、卫生防疫、救灾捐赠等具体行动实现城市系统快速恢复,1
2071,政策组合复杂程度与政策效能的基本关系模式尚未明确界定,政策组合复杂程度如何影响政策效能——基于新能源汽车推广的分析,2024,2071_2,新能源汽车推广政策组合中，政策工具数量与政策效能呈正相关关系，而政策类型数量与政策效能呈U型关系,1,2071_1,新能源汽车推广政策组合包含消费者补贴、减免购置税、充电设施建设、优先牌照等15项具体政策工具，覆盖交通、产业、财税等不同领域，涉及多部门协同实施,1
1669,为何提升下级政府治理效能的分权改革却未必能实现改革目标？其后又隐含了怎样的地方政府间分权逻辑？,地方政府间分权的逻辑_一个制度变迁的分析框架,2021,1669_5,SSH管委会反映市级配套经费数量小且缺乏科学分配机制，镇街需自筹经费购置设备导致财政压力加大。,1,1669_2,S市改革对G市的横向影响案例：G市因同属D省且发展情况相似的S市已开展强镇扩权改革，为保持政绩竞争压力而加速推进自身分权进程，并在放权数量上形成对标行为。,1
1425,环保约谈是否能够有效提高地方政府环境治理效率？,环保约谈提高地方政府环境治理效率了吗——基于双重差分方法的实证分析,2019,1425_3,2015年环保约谈集中发生，16个城市被约谈，占实验组样本的50%。,1,1425_4,被约谈城市（如临沂、百色）采取超越法律的强制性措施（如紧急停产、停业）以实现短期减排任务，媒体誉为‘立竿见影’。,1
1425,环保约谈是否能够有效提高地方政府环境治理效率？,环保约谈提高地方政府环境治理效率了吗——基于双重差分方法的实证分析,2019,1425_3,2015年环保约谈集中发生，16个城市被约谈，占实验组样本的50%。,1,1425_3,2015年7月环保部约谈邢台市尧县和任县，因考核不合格且整改不力，研究中以邢台市为案例分析对象。,1
1425,环保约谈是否能够有效提高地方政府环境治理效率？,环保约谈提高地方政府环境治理效率了吗——基于双重差分方法的实证分析,2019,1425_3,2015年环保约谈集中发生，16个城市被约谈，占实验组样本的50%。,1,1425_1,2014年环保部颁布《环境保护部约谈暂行办法》，将环保约谈对象从企业转向地方政府，通过行政及舆论压力强化地方政府环保主体责任。,1
2110,“任务-资源”失衡的生成机制如何导致基层治理悖论？,沙漏型治理：基层治理悖论的,2024,2110_1,A市市场监管局内设35个科室，行政编制102名，2019年1月挂牌成立,1,2110_2,乡镇监管所人员配置案例：某所仅3人承担市场监管几十项职责，每日需填报十余份表格,1
1055,现有“扩权强县”和“财政直管”模式的弊端导致改革效果争议，新试点的“全面直管”模式是否能有效促进县域经济发展与民生改善,省管县新模式“全面直管”改革政策效果分析——基于河南省的研究,2017,1055_2,试点县数量占国家首批30个试点的1/3，确保样本充足性并消除跨省政策差异干扰,1,1055_2,试点县干部晋升交流机制未建立导致积极性受挫，原属地级市停止干部双向流动且省级对接机制缺位,1
1055,现有“扩权强县”和“财政直管”模式的弊端导致改革效果争议，新试点的“全面直管”模式是否能有效促进县域经济发展与民生改善,省管县新模式“全面直管”改革政策效果分析——基于河南省的研究,2017,1055_2,试点县数量占国家首批30个试点的1/3，确保样本充足性并消除跨省政策差异干扰,1,1055_1,河南省2011-2014年10个试点县（市）脱离原属地级市管理，获得603项经济社会事务管理权限但财政压力加剧,1
1130,广东省地方治理创新在治理类型分布、治理主体及其行政层级分布等方面是否存在显著的不平衡状态？,地方治理创新与地方治理现代化——以广东省为例,2017,1130_4,深圳市申报项目数量达50个，广州、佛山等市5-7个，河源市等3市零申报,1,1130_1,佛山市南海区建立数据统筹局并实施首席数据官制度，搭建政务数据统筹机制框架,1
1565,土地产权变革具有什么样的效应？,农地产权变革与乡村治理秩序_一个农政变迁的分析框架——基于湖北省Z村的个案扩展研究,2020,1565_2,2015年Z村土地流转价格稳定为：水田600元/亩、旱地400元/亩、山林200元/亩、水域300元/亩。,1,1565_4,乡村经济能人CX创办农家乐，利用蓝莓基地和稻虾养殖吸引游客，反映产业融合催生新型服务业。,1
1565,土地产权变革具有什么样的效应？,农地产权变革与乡村治理秩序_一个农政变迁的分析框架——基于湖北省Z村的个案扩展研究,2020,1565_2,2015年Z村土地流转价格稳定为：水田600元/亩、旱地400元/亩、山林200元/亩、水域300元/亩。,1,1565_1,Z村林权改革通过确权明确村民林地使用权和收益权，促使BL生态农业公司流转1000亩山林发展有机蓝莓，并带动政府3000万基础设施投资。,1
1585,在我国地方政府的环境治理中，绩效压力是否具有双刃剑效应？,地方政府环境治理中绩效压力是把双刃剑吗？——基于公共价值冲突视角的实证分析,2020,1585_1,2018年生态环境部《禁止环保“一刀切”工作意见》发布后，2019年仍有陕西省、安徽省因'一刀切'问题被通报,1,1585_2,山东省潍坊市采用'撒药治污'方式短期改善水质但未实现源头治理,1
1585,在我国地方政府的环境治理中，绩效压力是否具有双刃剑效应？,地方政府环境治理中绩效压力是把双刃剑吗？——基于公共价值冲突视角的实证分析,2020,1585_1,2018年生态环境部《禁止环保“一刀切”工作意见》发布后，2019年仍有陕西省、安徽省因'一刀切'问题被通报,1,1585_3,吉林省辽源市仙人河治理中采用'建坝截污'追求短期成效但忽略'污染搬家'风险,1
2180,影响政社合作模式的关键因素是什么？,政社合作模式的类型及其内在逻辑研究,2024,2180_1,A救援协会成立于2013年，领导层和理事会共有12人，正式会员230余名,1,2180_1,A救援协会与市应急管理局在一般社会意外事故救援中的象征式合作,1
2180,影响政社合作模式的关键因素是什么？,政社合作模式的类型及其内在逻辑研究,2024,2180_1,A救援协会成立于2013年，领导层和理事会共有12人，正式会员230余名,1,2180_2,B协会与市应急管理局在灾害信息员队伍建设中的行政式合作,1
1303,在农村治理转型背景下，如何通过社会价值建构实现村庄治理绩效的提升与改进,社会价值建构视角下的村庄治理绩效实现路径——广州市下围村“蝶变”的案例研究,2018,1303_2,2014-2017年间下围村召开35次村民代表会议，讨论75个议题，通过74项决策，执行率超过98.6%,1,1303_1,广州市下围村通过村民代表议事制度实现治理绩效提升的实践：2014年后新任村两委推行69名村民代表决策机制，将征地款分配、宅基地规划等村务交由村民代表会议集体决策，村两委仅负责议题审核与执行,1
206,中国地方政府创新的现实性问题，即各级地方政府的自我认定创新是否属于真正意义上的政府创新,过去10年的中国地方政府改革——基于中国地方政府创新奖的评价,2011,206_5,制度创新类别中，38个项目均包含机制创新内容，且112个机制创新中有43个涉及技术创新,1,206_4,福建省厦门市思明区'公共部门绩效评估'项目，兼具学习型与原创型创新特征,1
1345,如何构建符合中国国家治理特征的地方创新推广评价机制？,从地方探索到中央推广_政府创新扩散的影响机制——基于36个案例的清晰集定性比较分析,2019,1345_1,研究采用36个地方政府创新案例，其中28个来自地方政府创新奖入围项目，8个来自其他来源,1,1345_1,河长制、权力清单制度、行政服务中心三个案例：具备地方特质且通过有利科层位置推动的创新推广,1
630,如何量化分析我国居民健康服务利用机会不平等的绝对程度与相对程度？以及如何分解各环境因素对机会不平等的具体贡献机制,我国健康服务利用的机会不平等研究——基于CHNS2009数据的实证分析,2014,630_3,在控制是否住院因素后，地域变量系数显著增强（表5第3列数据），揭示地域差异的潜在作用机制,1,630_1,农民工群体医疗支出显著低于其他职业群体，尤其在农村地区，体现户籍制度导致的机会不平等直接效应,1
630,如何量化分析我国居民健康服务利用机会不平等的绝对程度与相对程度？以及如何分解各环境因素对机会不平等的具体贡献机制,我国健康服务利用的机会不平等研究——基于CHNS2009数据的实证分析,2014,630_3,在控制是否住院因素后，地域变量系数显著增强（表5第3列数据），揭示地域差异的潜在作用机制,1,630_3,地域差异在控制是否住院后显现显著性，东部地区住院率低于中西部，反映地域资源分配不均的直接效应与住院选择的反向间接效应,1
